"            Station
Date",Songshan Airport ,Zhongshan Junior High School,Nanjing Fuxing,Zhongxiao Fuxing,Daan,Technology Building,Liuzhangli,Linguang,Xinhai,Wanfang Hospital,Wanfang Community,Muzha,Taipei Zoo,Dazhi ,Jiannan Rd. ,Xihu,Gangqian ,Wende ,Neihu ,Dahu Park ,Huzhou ,Donghu ,Nangang Software Park,Taipei Nangang Exhibition Center,Xiaobitan,Xindian ,Xindian District Office,Qizhang,"Dapinglin
(Songshan-Xindian Line)",Jingmei ,Wanlong ,Gongguan ,Taipower Building ,Guting ,Chiang Kai-Shek Memorial Hall,Xiaonanmen,Dingxi ,Yongan Market ,"Jingan
(Zhonghe-Xinlu Line)",Nanshijiao ,NTU Hospital,Taipei Main Station,Zhongshan ,Shuanglian ,Minquan W. Rd. ,Yuanshan,Jiantan ,Shilin ,Zhishan,Mingde,Shipai,Qilian,Qiyan ,Beitou,Xinbeitou,Fuxinggang,Zhongyi ,Guandu ,Zhuwei,Hongshulin,Tamsui,Dingpu,Yongning,Tucheng,Haishan,Far Eastern Hospital,Fuzhong,"Banqiao
(Bannan Line)",Xinpu,Jiangzicui,Longshan Temple,Ximen ,Shandao Temple,Zhongxiao Xinsheng,Zhongxiao Dunhua,Sun Yat-Sen Memorial Hall,Taipei City Hall,Yongchun,Houshanpi,Kunyang,Nangang ,Xiangshan,Taipei 101/World Trade Center,Xinyi Anhe,Daan Park,Beimen,Songjiang Nanjing,Taipei Arena,Nanjing Sanmin,Songshan,Fu Jen University,Xinzhuang,"Touqianzhuang
(Zhonghe-Xinlu Line)",Xianse Temple ,Sanchong ,Cailiao ,Taipei Bridge ,Daqiaotou,Zhongshan Elementary School,Xingtian Temple ,Dongmen ,Luzhou ,Sanmin Senior High School ,St. Ignatius High School,Sanhe Junior High School ,Sanchong Elementary School ,Huilong ,Danfeng,Shisizhang,Xiulang Bridge,Jingping,Zhonghe,Qiaohe,Zhongyuan,Banxin,"Banqiao
(Circular Line)",Xingpu Minsheng,Xingfu,New Taipei Industrial Park
2025/3/11,"5,201 ","14,728 ","49,851 ","43,362 ","29,072 ","15,924 ","12,046 ","4,318 ","3,749 ","13,752 ","2,355 ","5,338 ","8,018 ","10,473 ","11,900 ","17,343 ","20,065 ","6,397 ","10,867 ","3,724 ","9,438 ","9,810 ","7,207 ","29,553 ","3,635 ","11,914 ","13,879 ","17,027 ","21,815 ","17,994 ","10,645 ","29,908 ","16,566 ","34,420 ","30,370 ","12,853 ","37,128 ","27,486 ","23,177 ","21,742 ","27,146 ","137,335 ","49,048 ","24,166 ","26,217 ","28,109 ","30,120 ","29,966 ","24,622 ","14,311 ","33,332 ","7,208 ","8,939 ","21,403 ","5,697 ","4,266 ","3,647 ","15,558 ","10,899 ","16,606 ","33,017 ","10,360 ","14,909 ","9,552 ","25,389 ","26,593 ","28,651 ","42,832 ","41,793 ","31,029 ","29,467 ","64,398 ","27,147 ","36,135 ","33,514 ","23,679 ","61,354 ","22,311 ","16,971 ","16,101 ","25,070 ","14,259 ","31,245 ","21,218 ","12,291 ","17,603 ","44,919 ","23,475 ","27,102 ","28,678 ","14,546 ","12,364 ","5,632 ","5,939 ","9,572 ","11,375 ","11,120 ","13,367 ","18,838 ","31,010 ","28,701 ","15,208 ","13,525 ","13,524 ","13,701 ","13,273 ","12,782 ","10,097 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/3/12,"5,394 ","14,797 ","50,310 ","44,227 ","29,096 ","15,827 ","12,245 ","4,340 ","3,895 ","14,184 ","2,342 ","5,276 ","7,252 ","10,467 ","11,966 ","17,267 ","20,028 ","6,375 ","11,072 ","3,722 ","9,894 ","9,830 ","7,273 ","30,294 ","3,819 ","11,886 ","13,906 ","17,308 ","22,096 ","18,476 ","10,682 ","31,131 ","16,760 ","35,215 ","31,308 ","13,239 ","37,464 ","27,764 ","23,382 ","21,852 ","27,806 ","140,593 ","50,595 ","24,533 ","26,572 ","28,456 ","30,539 ","30,325 ","24,838 ","14,436 ","33,747 ","7,291 ","8,849 ","21,561 ","5,580 ","4,426 ","3,777 ","15,962 ","10,939 ","16,398 ","34,300 ","10,339 ","14,859 ","9,478 ","25,783 ","26,448 ","28,824 ","43,110 ","41,844 ","31,194 ","29,389 ","66,055 ","27,409 ","37,184 ","34,034 ","25,227 ","62,638 ","22,226 ","17,319 ","17,026 ","25,539 ","14,562 ","32,397 ","21,644 ","12,529 ","18,169 ","44,781 ","23,845 ","27,754 ","28,729 ","14,462 ","12,424 ","5,786 ","6,134 ","9,547 ","11,542 ","11,155 ","13,416 ","17,582 ","31,087 ","29,751 ","15,304 ","13,735 ","13,635 ","13,782 ","13,849 ","12,548 ","10,034 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/3/13,"5,129 ","14,558 ","50,573 ","43,826 ","28,499 ","15,774 ","11,881 ","4,256 ","3,515 ","13,388 ","2,310 ","4,987 ","5,403 ","10,241 ","11,546 ","17,090 ","19,619 ","6,252 ","10,626 ","3,193 ","9,550 ","9,746 ","7,427 ","29,994 ","3,644 ","10,923 ","13,509 ","16,771 ","21,459 ","17,657 ","10,371 ","28,587 ","16,265 ","33,944 ","30,214 ","12,724 ","36,188 ","26,781 ","22,583 ","20,922 ","26,011 ","139,063 ","49,372 ","23,360 ","25,942 ","26,159 ","27,517 ","28,480 ","23,607 ","13,830 ","31,795 ","6,899 ","8,774 ","19,969 ","5,296 ","4,108 ","3,501 ","14,737 ","10,044 ","15,369 ","28,411 ","9,965 ","14,217 ","9,084 ","24,969 ","25,601 ","27,106 ","42,508 ","40,481 ","30,360 ","27,709 ","63,502 ","26,702 ","36,796 ","33,578 ","25,084 ","62,416 ","22,190 ","16,736 ","17,157 ","25,664 ","13,410 ","31,667 ","21,082 ","8,881 ","17,330 ","45,048 ","23,211 ","27,315 ","27,351 ","14,245 ","12,528 ","5,274 ","6,016 ","9,340 ","11,158 ","10,821 ","13,284 ","18,659 ","30,267 ","28,488 ","15,058 ","13,225 ","13,581 ","13,610 ","13,127 ","12,115 ","9,766 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/3/14,"5,728 ","15,311 ","53,413 ","51,829 ","30,594 ","16,460 ","12,463 ","4,554 ","3,752 ","13,821 ","2,255 ","5,125 ","5,608 ","10,026 ","13,472 ","16,729 ","19,921 ","6,629 ","11,542 ","3,383 ","9,936 ","10,217 ","7,645 ","40,546 ","3,870 ","11,732 ","14,344 ","17,796 ","22,446 ","18,352 ","11,320 ","32,149 ","17,883 ","36,182 ","32,077 ","12,903 ","38,370 ","28,015 ","23,447 ","21,630 ","26,892 ","176,693 ","60,620 ","25,645 ","27,450 ","30,923 ","29,686 ","30,671 ","25,634 ","13,956 ","33,231 ","7,311 ","8,743 ","21,164 ","5,693 ","4,341 ","3,571 ","14,854 ","10,481 ","15,721 ","30,572 ","10,612 ","15,829 ","9,793 ","26,262 ","25,903 ","30,435 ","48,979 ","42,490 ","31,879 ","31,582 ","76,611 ","28,624 ","39,943 ","39,282 ","28,419 ","73,564 ","23,782 ","18,291 ","18,135 ","33,046 ","14,343 ","35,350 ","23,205 ","9,519 ","18,746 ","47,712 ","24,446 ","28,306 ","30,312 ","13,884 ","13,182 ","5,798 ","5,959 ","9,667 ","11,517 ","11,903 ","14,077 ","20,764 ","33,244 ","31,363 ","15,562 ","14,028 ","14,246 ","14,215 ","13,953 ","12,559 ","10,159 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/3/15,"3,603 ","9,233 ","30,563 ","46,518 ","19,217 ","12,352 ","8,041 ","4,043 ","2,499 ","8,279 ","1,504 ","3,151 ","4,074 ","6,353 ","11,457 ","5,354 ","7,222 ","4,029 ","8,712 ","2,560 ","5,872 ","6,386 ","2,857 ","29,440 ","3,434 ","8,793 ","9,362 ","12,107 ","15,000 ","13,048 ","8,586 ","30,506 ","13,862 ","27,185 ","23,095 ","4,522 ","28,144 ","20,459 ","16,122 ","16,611 ","10,415 ","162,945 ","59,978 ","18,599 ","17,732 ","26,955 ","22,477 ","25,425 ","18,845 ","8,688 ","20,755 ","5,692 ","5,113 ","14,957 ","5,324 ","3,322 ","1,548 ","8,208 ","7,653 ","12,002 ","22,592 ","6,204 ","10,130 ","6,452 ","17,187 ","15,194 ","24,779 ","40,053 ","29,561 ","22,323 ","26,017 ","77,667 ","17,568 ","35,774 ","32,235 ","26,534 ","55,400 ","15,916 ","13,815 ","10,261 ","23,490 ","7,963 ","31,703 ","14,851 ","10,582 ","13,615 ","23,674 ","22,957 ","15,006 ","19,479 ","6,939 ","8,701 ","3,491 ","2,703 ","7,156 ","7,921 ","10,235 ","10,867 ","14,854 ","19,382 ","26,754 ","10,636 ","9,068 ","10,439 ","10,053 ","10,354 ","7,803 ","6,719 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/3/16,"3,950 ","7,853 ","23,964 ","36,770 ","14,372 ","10,345 ","7,203 ","3,876 ","2,452 ","7,929 ","1,487 ","2,868 ","6,155 ","6,204 ","9,886 ","4,661 ","6,900 ","3,834 ","7,627 ","2,754 ","5,455 ","5,914 ","2,566 ","27,100 ","3,280 ","9,163 ","8,728 ","11,359 ","12,963 ","12,900 ","8,152 ","29,947 ","12,597 ","21,503 ","22,605 ","4,357 ","25,801 ","18,307 ","13,948 ","14,732 ","9,673 ","158,290 ","52,980 ","14,605 ","17,203 ","28,553 ","22,948 ","23,135 ","17,902 ","7,694 ","19,092 ","5,360 ","4,804 ","15,496 ","5,620 ","3,173 ","1,491 ","8,444 ","7,189 ","11,650 ","28,036 ","6,056 ","9,568 ","6,182 ","16,186 ","13,391 ","23,278 ","35,532 ","26,038 ","20,432 ","26,257 ","71,688 ","15,280 ","32,932 ","25,517 ","49,495 ","46,766 ","14,527 ","12,857 ","8,888 ","22,438 ","8,138 ","28,374 ","11,703 ","12,569 ","13,339 ","18,317 ","19,277 ","13,056 ","18,083 ","6,987 ","7,047 ","2,982 ","2,454 ","6,834 ","6,927 ","9,068 ","10,128 ","12,532 ","16,748 ","23,283 ","9,299 ","8,240 ","9,022 ","8,666 ","9,207 ","7,384 ","6,359 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/3/17,"5,501 ","14,046 ","48,034 ","41,032 ","27,242 ","15,067 ","11,466 ","4,245 ","3,790 ","13,423 ","2,180 ","5,035 ","5,381 ","9,958 ","10,970 ","16,900 ","19,175 ","6,089 ","10,406 ","3,206 ","9,417 ","9,573 ","7,132 ","39,025 ","3,455 ","10,655 ","13,169 ","16,604 ","20,854 ","17,282 ","10,158 ","27,604 ","15,587 ","32,542 ","27,366 ","12,580 ","35,811 ","26,163 ","22,298 ","21,018 ","26,165 ","138,240 ","45,580 ","23,362 ","25,561 ","25,434 ","27,353 ","27,658 ","22,939 ","13,852 ","32,628 ","6,810 ","8,368 ","19,811 ","4,943 ","3,943 ","3,674 ","15,125 ","10,233 ","15,187 ","29,931 ","9,898 ","14,017 ","9,253 ","24,534 ","25,604 ","26,857 ","41,223 ","39,607 ","29,888 ","28,431 ","62,703 ","25,241 ","35,315 ","31,502 ","22,596 ","60,113 ","21,076 ","16,729 ","15,807 ","26,620 ","13,576 ","30,526 ","20,080 ","9,085 ","17,083 ","43,350 ","22,509 ","26,509 ","27,190 ","14,375 ","11,684 ","5,245 ","5,727 ","9,112 ","10,937 ","10,592 ","13,004 ","18,038 ","30,242 ","26,610 ","14,619 ","13,238 ","13,107 ","13,290 ","12,948 ","12,098 ","9,908 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/3/18,"5,311 ","14,783 ","49,961 ","43,537 ","28,709 ","15,834 ","12,041 ","4,489 ","3,855 ","13,739 ","2,268 ","5,066 ","6,928 ","10,161 ","11,951 ","17,292 ","19,861 ","6,358 ","10,879 ","3,468 ","9,673 ","9,930 ","7,209 ","34,572 ","4,418 ","11,183 ","13,849 ","17,044 ","21,440 ","18,023 ","10,777 ","28,502 ","16,613 ","34,437 ","30,465 ","13,127 ","37,068 ","27,345 ","22,848 ","21,518 ","26,565 ","135,769 ","48,191 ","23,982 ","26,606 ","27,840 ","28,703 ","29,446 ","24,585 ","14,188 ","33,056 ","7,240 ","8,911 ","21,192 ","5,778 ","4,137 ","3,697 ","15,364 ","10,745 ","14,162 ","31,279 ","10,070 ","14,721 ","9,337 ","25,300 ","26,574 ","28,377 ","41,441 ","41,241 ","30,859 ","33,151 ","65,694 ","26,840 ","35,927 ","33,659 ","23,490 ","60,411 ","22,230 ","17,146 ","16,313 ","25,873 ","14,133 ","30,494 ","20,820 ","9,723 ","17,588 ","44,694 ","23,847 ","27,629 ","28,356 ","14,727 ","12,378 ","5,566 ","5,983 ","9,512 ","11,280 ","10,951 ","13,319 ","19,368 ","31,140 ","28,464 ","14,933 ","13,786 ","13,533 ","13,641 ","13,279 ","12,531 ","9,866 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/3/19,"5,369 ","14,872 ","50,556 ","44,372 ","28,496 ","15,844 ","11,757 ","4,428 ","3,831 ","13,744 ","2,335 ","5,166 ","6,499 ","10,200 ","12,044 ","17,425 ","20,020 ","6,214 ","10,823 ","3,411 ","9,686 ","9,930 ","7,307 ","34,895 ","3,565 ","11,280 ","14,026 ","17,292 ","21,689 ","18,192 ","10,694 ","29,038 ","16,750 ","34,962 ","30,373 ","13,097 ","37,187 ","27,294 ","22,865 ","21,524 ","26,602 ","137,020 ","49,286 ","24,226 ","26,506 ","28,265 ","29,027 ","29,946 ","24,911 ","14,062 ","33,586 ","7,219 ","8,874 ","21,331 ","5,649 ","4,240 ","3,679 ","15,406 ","10,747 ","14,326 ","31,178 ","10,213 ","14,481 ","9,495 ","25,402 ","26,265 ","28,347 ","42,081 ","41,327 ","30,977 ","29,372 ","67,157 ","27,330 ","35,467 ","34,141 ","23,869 ","62,455 ","22,589 ","17,516 ","15,822 ","26,232 ","14,236 ","31,022 ","21,236 ","10,142 ","17,750 ","45,072 ","24,504 ","27,729 ","28,469 ","14,359 ","12,205 ","5,526 ","5,907 ","9,535 ","11,295 ","11,009 ","13,395 ","19,160 ","31,536 ","28,601 ","15,071 ","13,593 ","13,525 ","13,722 ","13,253 ","12,327 ","10,024 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/3/20,"5,554 ","15,201 ","50,853 ","45,204 ","28,853 ","16,126 ","12,101 ","4,593 ","3,675 ","13,607 ","2,303 ","5,185 ","7,521 ","10,465 ","12,478 ","17,213 ","19,928 ","6,473 ","11,250 ","3,783 ","10,051 ","10,292 ","11,339 ","42,550 ","3,849 ","11,924 ","14,119 ","17,143 ","22,054 ","18,134 ","10,908 ","29,703 ","16,582 ","35,121 ","31,890 ","13,394 ","37,482 ","27,378 ","23,120 ","21,579 ","26,058 ","144,848 ","51,631 ","24,667 ","27,544 ","30,199 ","30,584 ","31,000 ","25,162 ","14,403 ","33,520 ","7,269 ","8,994 ","21,548 ","5,822 ","4,277 ","3,643 ","15,634 ","11,016 ","16,780 ","34,924 ","10,268 ","14,826 ","9,482 ","25,641 ","26,205 ","28,642 ","43,214 ","41,845 ","31,334 ","30,368 ","67,257 ","27,497 ","37,935 ","34,425 ","25,217 ","64,402 ","22,488 ","17,287 ","16,839 ","27,896 ","14,799 ","33,338 ","21,611 ","11,338 ","18,014 ","45,568 ","23,685 ","27,374 ","28,733 ","14,506 ","12,536 ","5,658 ","5,979 ","9,798 ","11,341 ","11,153 ","13,960 ","19,661 ","31,949 ","29,856 ","15,332 ","13,949 ","13,823 ","13,960 ","13,357 ","12,528 ","10,163 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/3/21,"6,112 ","15,271 ","53,114 ","52,473 ","29,887 ","16,134 ","12,687 ","4,556 ","3,713 ","13,879 ","2,396 ","5,167 ","7,636 ","10,329 ","13,607 ","17,014 ","19,994 ","6,732 ","11,759 ","4,014 ","10,182 ","11,372 ","11,719 ","44,500 ","3,820 ","12,564 ","14,499 ","17,579 ","22,657 ","18,782 ","11,279 ","31,044 ","17,835 ","35,992 ","33,207 ","13,339 ","38,890 ","28,491 ","23,335 ","21,905 ","26,715 ","177,906 ","61,049 ","26,490 ","28,249 ","32,592 ","32,596 ","32,472 ","27,101 ","14,411 ","34,126 ","7,675 ","9,070 ","22,770 ","6,172 ","4,445 ","3,794 ","15,497 ","11,364 ","17,288 ","36,320 ","10,508 ","16,108 ","10,139 ","26,893 ","26,424 ","30,736 ","48,220 ","42,676 ","31,971 ","32,674 ","77,527 ","28,338 ","40,334 ","39,056 ","27,823 ","73,285 ","23,855 ","18,865 ","16,793 ","32,953 ","15,769 ","40,592 ","23,523 ","11,585 ","19,914 ","47,474 ","24,166 ","28,342 ","30,801 ","14,124 ","12,789 ","5,778 ","6,074 ","9,959 ","11,542 ","12,087 ","14,510 ","20,972 ","32,711 ","32,603 ","15,656 ","14,207 ","14,318 ","14,115 ","13,781 ","12,838 ","10,416 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/3/22,"4,126 ","9,965 ","31,169 ","48,740 ","19,167 ","12,138 ","9,193 ","5,790 ","3,069 ","9,146 ","1,896 ","3,894 ","12,889 ","7,519 ","11,779 ","6,215 ","7,700 ","4,591 ","9,901 ","4,048 ","7,131 ","7,643 ","9,053 ","35,069 ","3,368 ","12,624 ","10,477 ","13,148 ","15,946 ","15,323 ","9,616 ","30,305 ","14,481 ","27,548 ","27,629 ","5,847 ","31,443 ","22,741 ","17,495 ","18,334 ","11,530 ","168,882 ","65,078 ","21,883 ","20,601 ","40,352 ","32,389 ","29,799 ","22,017 ","9,908 ","25,886 ","6,622 ","6,179 ","19,841 ","7,295 ","3,857 ","2,063 ","10,617 ","9,428 ","16,009 ","40,260 ","6,899 ","12,219 ","8,515 ","19,795 ","17,301 ","28,290 ","42,016 ","32,190 ","25,563 ","32,076 ","82,019 ","18,195 ","40,929 ","33,950 ","34,632 ","61,076 ","17,044 ","15,267 ","11,969 ","24,956 ","11,827 ","36,779 ","16,100 ","17,027 ","17,298 ","23,841 ","19,024 ","16,182 ","22,606 ","7,894 ","10,099 ","3,874 ","2,831 ","11,537 ","8,471 ","11,616 ","12,889 ","16,465 ","21,125 ","28,515 ","11,274 ","10,187 ","10,754 ","10,568 ","11,158 ","9,383 ","7,982 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/3/23,"3,982 ","7,948 ","22,236 ","36,524 ","13,985 ","9,814 ","7,335 ","5,485 ","2,412 ","8,338 ","1,757 ","3,443 ","11,234 ","6,288 ","11,054 ","5,032 ","6,331 ","4,015 ","8,505 ","3,864 ","5,979 ","6,571 ","8,082 ","30,565 ","3,208 ","11,081 ","9,129 ","11,431 ","13,516 ","13,717 ","8,215 ","25,229 ","12,239 ","21,150 ","23,648 ","5,090 ","26,304 ","18,873 ","14,645 ","15,446 ","8,858 ","147,836 ","50,666 ","14,963 ","18,154 ","30,968 ","26,146 ","24,912 ","18,810 ","8,035 ","21,705 ","5,594 ","5,156 ","16,823 ","5,620 ","3,140 ","2,046 ","9,260 ","8,108 ","14,289 ","37,949 ","6,343 ","10,283 ","7,034 ","16,499 ","13,380 ","22,308 ","35,839 ","26,659 ","21,028 ","27,378 ","65,363 ","14,129 ","31,173 ","22,934 ","27,894 ","45,054 ","14,377 ","13,022 ","8,727 ","21,868 ","9,399 ","30,322 ","11,942 ","16,167 ","14,137 ","16,897 ","10,902 ","12,747 ","17,558 ","6,830 ","7,960 ","3,213 ","2,344 ","11,095 ","6,873 ","9,153 ","10,177 ","13,055 ","16,249 ","23,548 ","9,347 ","8,389 ","9,142 ","8,760 ","9,225 ","7,934 ","6,732 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/3/24,"5,574 ","14,304 ","46,796 ","41,332 ","27,106 ","14,974 ","11,387 ","4,402 ","3,782 ","13,449 ","2,271 ","5,049 ","5,926 ","10,367 ","11,547 ","16,695 ","19,281 ","6,233 ","10,500 ","3,584 ","9,567 ","9,727 ","10,008 ","37,836 ","3,461 ","11,261 ","13,324 ","16,677 ","20,782 ","17,120 ","10,017 ","27,832 ","15,470 ","32,121 ","27,703 ","12,723 ","35,712 ","26,028 ","22,283 ","21,122 ","25,923 ","134,516 ","44,907 ","22,801 ","25,702 ","27,242 ","28,512 ","27,530 ","23,343 ","13,971 ","32,396 ","6,829 ","8,418 ","19,783 ","4,615 ","4,084 ","3,537 ","15,287 ","10,618 ","16,523 ","33,142 ","9,962 ","14,294 ","9,276 ","24,833 ","25,471 ","26,656 ","41,094 ","40,007 ","30,061 ","28,945 ","62,606 ","25,219 ","36,311 ","31,341 ","22,587 ","60,072 ","20,935 ","16,813 ","16,105 ","25,631 ","13,970 ","33,744 ","20,093 ","10,186 ","17,367 ","42,706 ","22,308 ","26,510 ","27,301 ","14,099 ","11,828 ","5,360 ","5,805 ","9,343 ","10,904 ","10,590 ","13,209 ","18,620 ","29,951 ","26,947 ","14,713 ","13,063 ","13,237 ","13,435 ","12,960 ","12,159 ","9,833 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/3/25,"5,412 ","14,717 ","49,096 ","43,236 ","28,369 ","16,541 ","12,248 ","4,759 ","3,808 ","13,597 ","2,387 ","5,335 ","7,642 ","10,496 ","12,236 ","17,207 ","19,871 ","6,331 ","10,945 ","3,659 ","9,714 ","10,009 ","9,959 ","39,340 ","3,512 ","11,966 ","13,761 ","16,733 ","21,545 ","18,152 ","10,634 ","28,817 ","16,135 ","34,404 ","30,551 ","12,820 ","36,839 ","27,556 ","23,049 ","21,711 ","26,290 ","134,905 ","48,232 ","23,924 ","26,877 ","29,390 ","29,645 ","30,041 ","25,028 ","14,510 ","32,806 ","7,180 ","8,950 ","20,930 ","5,220 ","4,177 ","3,647 ","15,476 ","10,738 ","16,987 ","33,198 ","10,195 ","14,732 ","9,568 ","25,615 ","26,679 ","27,769 ","42,659 ","41,453 ","30,545 ","29,157 ","64,822 ","26,668 ","36,308 ","33,180 ","23,838 ","61,727 ","22,176 ","17,139 ","16,339 ","26,315 ","14,673 ","30,748 ","21,426 ","10,210 ","18,239 ","44,768 ","24,589 ","27,406 ","28,109 ","14,438 ","12,245 ","5,539 ","6,027 ","9,554 ","11,359 ","10,855 ","13,594 ","19,396 ","31,147 ","28,372 ","15,125 ","13,480 ","13,351 ","13,882 ","13,083 ","12,515 ","10,055 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/3/26,"5,604 ","15,103 ","50,140 ","44,638 ","28,549 ","15,876 ","12,253 ","4,846 ","4,028 ","13,495 ","2,395 ","5,195 ","6,851 ","10,483 ","12,337 ","17,202 ","19,925 ","5,897 ","10,991 ","3,755 ","10,150 ","10,044 ","10,239 ","46,368 ","3,569 ","11,853 ","14,051 ","17,265 ","21,583 ","17,745 ","10,826 ","29,168 ","16,326 ","34,484 ","30,766 ","13,001 ","36,863 ","27,282 ","23,262 ","21,624 ","26,046 ","139,161 ","50,335 ","24,046 ","26,826 ","31,252 ","30,286 ","29,772 ","24,955 ","14,108 ","33,423 ","7,305 ","9,006 ","21,163 ","5,201 ","4,323 ","3,734 ","15,655 ","10,780 ","17,105 ","34,026 ","10,347 ","14,844 ","9,728 ","25,745 ","26,334 ","28,408 ","43,229 ","41,757 ","31,283 ","29,148 ","65,099 ","27,546 ","37,640 ","34,928 ","25,120 ","60,068 ","22,331 ","17,627 ","16,489 ","28,447 ","14,460 ","31,500 ","21,410 ","10,041 ","18,088 ","45,058 ","23,780 ","27,208 ","28,558 ","14,444 ","12,595 ","5,650 ","5,977 ","9,575 ","11,387 ","10,981 ","13,150 ","19,141 ","31,620 ","28,745 ","15,183 ","13,731 ","13,548 ","13,852 ","13,326 ","12,580 ","10,169 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/3/27,"5,592 ","15,153 ","50,168 ","45,253 ","28,453 ","15,611 ","12,027 ","4,807 ","3,585 ","13,586 ","2,410 ","4,998 ","7,248 ","10,474 ","11,881 ","17,151 ","19,573 ","6,091 ","11,092 ","3,639 ","9,744 ","10,115 ","9,827 ","47,219 ","3,738 ","11,868 ","14,174 ","17,016 ","21,783 ","17,677 ","10,656 ","28,848 ","16,662 ","34,248 ","30,490 ","12,826 ","37,033 ","27,457 ","22,912 ","21,404 ","26,261 ","144,775 ","51,090 ","24,122 ","26,741 ","30,919 ","29,837 ","29,736 ","25,201 ","13,935 ","33,171 ","7,225 ","8,730 ","20,583 ","5,362 ","4,322 ","3,528 ","15,505 ","10,653 ","16,968 ","33,266 ","10,144 ","15,147 ","9,735 ","25,833 ","26,304 ","28,005 ","43,386 ","41,216 ","31,126 ","29,395 ","65,185 ","27,320 ","37,777 ","34,742 ","25,947 ","64,771 ","22,512 ","17,359 ","16,670 ","29,588 ","14,817 ","34,875 ","21,363 ","9,687 ","18,451 ","45,105 ","23,683 ","27,524 ","28,261 ","14,422 ","12,233 ","5,666 ","6,040 ","9,617 ","11,319 ","11,181 ","13,508 ","19,524 ","31,085 ","28,684 ","15,255 ","13,726 ","13,633 ","13,846 ","13,341 ","12,633 ","10,095 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/3/28,"6,091 ","15,145 ","52,258 ","52,152 ","29,890 ","16,264 ","12,718 ","4,858 ","3,748 ","14,104 ","2,331 ","5,094 ","6,545 ","10,106 ","13,167 ","16,686 ","19,106 ","6,158 ","11,440 ","3,348 ","9,827 ","10,422 ","10,268 ","47,422 ","3,788 ","12,067 ","14,501 ","17,665 ","22,628 ","18,397 ","11,342 ","31,745 ","17,558 ","35,305 ","32,132 ","12,505 ","38,394 ","28,147 ","23,159 ","21,741 ","26,186 ","177,321 ","58,697 ","24,957 ","27,873 ","31,936 ","30,536 ","30,367 ","26,264 ","14,286 ","32,855 ","7,466 ","8,945 ","21,278 ","5,676 ","4,208 ","3,751 ","14,821 ","10,860 ","16,102 ","30,920 ","10,622 ","15,939 ","9,848 ","26,522 ","26,074 ","29,545 ","47,939 ","41,814 ","31,836 ","31,094 ","75,224 ","27,766 ","40,294 ","38,860 ","28,438 ","71,596 ","23,931 ","18,401 ","17,292 ","34,546 ","14,407 ","36,771 ","22,944 ","9,315 ","19,880 ","47,356 ","26,386 ","28,451 ","29,613 ","13,925 ","12,534 ","5,728 ","5,988 ","10,137 ","11,563 ","11,869 ","14,017 ","20,219 ","32,612 ","30,897 ","15,641 ","14,136 ","14,161 ","14,256 ","13,614 ","12,638 ","10,232 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
