"            Station
Date",Songshan Airport ,Zhongshan Junior High School,Nanjing Fuxing,Zhongxiao Fuxing,Daan,Technology Building,Liuzhangli,Linguang,Xinhai,Wanfang Hospital,Wanfang Community,Muzha,Taipei Zoo,Dazhi ,Jiannan Rd. ,Xihu,Gangqian ,Wende ,Neihu ,Dahu Park ,Huzhou ,Donghu ,Nangang Software Park,Taipei Nangang Exhibition Center,Xiaobitan,Xindian ,Xindian District Office,Qizhang,"Dapinglin
(Songshan-Xindian Line)",Jingmei ,Wanlong ,Gongguan ,Taipower Building ,Guting ,Chiang Kai-Shek Memorial Hall,Xiaonanmen,Dingxi ,Yongan Market ,"Jingan
(Zhonghe-Xinlu Line)",Nanshijiao ,NTU Hospital,Taipei Main Station,Zhongshan ,Shuanglian ,Minquan W. Rd. ,Yuanshan,Jiantan ,Shilin ,Zhishan,Mingde,Shipai,Qilian,Qiyan ,Beitou,Xinbeitou,Fuxinggang,Zhongyi ,Guandu ,Zhuwei,Hongshulin,Tamsui,Dingpu,Yongning,Tucheng,Haishan,Far Eastern Hospital,Fuzhong,"Banqiao
(Bannan Line)",Xinpu,Jiangzicui,Longshan Temple,Ximen ,Shandao Temple,Zhongxiao Xinsheng,Zhongxiao Dunhua,Sun Yat-Sen Memorial Hall,Taipei City Hall,Yongchun,Houshanpi,Kunyang,Nangang ,Xiangshan,Taipei 101/World Trade Center,Xinyi Anhe,Daan Park,Beimen,Songjiang Nanjing,Taipei Arena,Nanjing Sanmin,Songshan,Fu Jen University,Xinzhuang,"Touqianzhuang
(Zhonghe-Xinlu Line)",Xianse Temple ,Sanchong ,Cailiao ,Taipei Bridge ,Daqiaotou,Zhongshan Elementary School,Xingtian Temple ,Dongmen ,Luzhou ,Sanmin Senior High School ,St. Ignatius High School,Sanhe Junior High School ,Sanchong Elementary School ,Huilong ,Danfeng,Shisizhang,Xiulang Bridge,Jingping,Zhonghe,Qiaohe,Zhongyuan,Banxin,"Banqiao
(Circular Line)",Xingpu Minsheng,Xingfu,New Taipei Industrial Park
2025/2/11,"5,196 ","14,372 ","49,420 ","44,159 ","28,193 ","14,023 ","11,638 ","4,218 ","3,570 ","12,963 ","2,330 ","5,138 ","8,013 ","8,841 ","11,858 ","16,498 ","19,625 ","6,454 ","10,958 ","3,751 ","8,546 ","11,881 ","7,234 ","29,030 ","4,021 ","11,840 ","14,027 ","16,717 ","21,767 ","16,461 ","10,730 ","26,959 ","16,354 ","32,962 ","30,750 ","10,884 ","37,225 ","27,334 ","22,764 ","21,121 ","26,499 ","139,012 ","50,049 ","23,992 ","25,640 ","27,553 ","26,366 ","28,989 ","24,515 ","13,883 ","32,020 ","7,135 ","8,873 ","21,046 ","5,583 ","4,313 ","3,686 ","13,806 ","10,657 ","15,502 ","32,529 ","10,343 ","14,538 ","9,357 ","25,311 ","25,864 ","28,673 ","42,340 ","39,428 ","30,809 ","29,670 ","70,647 ","22,607 ","34,523 ","34,995 ","24,482 ","63,370 ","22,665 ","17,203 ","16,160 ","25,162 ","15,038 ","30,817 ","21,263 ","8,878 ","18,810 ","44,138 ","23,777 ","26,969 ","28,947 ","8,996 ","12,548 ","5,304 ","5,898 ","13,194 ","11,182 ","11,402 ","13,574 ","18,437 ","30,663 ","27,905 ","14,861 ","13,461 ","13,451 ","13,272 ","13,022 ","11,344 ","10,010 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/2/12,"5,151 ","14,791 ","50,002 ","45,135 ","28,600 ","14,721 ","12,216 ","4,509 ","3,581 ","12,980 ","2,303 ","5,197 ","7,973 ","8,644 ","11,491 ","16,360 ","19,868 ","6,352 ","12,028 ","3,314 ","8,766 ","10,551 ","7,398 ","28,324 ","3,768 ","10,981 ","13,961 ","16,451 ","21,395 ","15,549 ","10,659 ","24,550 ","16,590 ","33,213 ","28,420 ","10,899 ","37,061 ","26,750 ","22,882 ","20,688 ","25,941 ","137,817 ","48,353 ","23,881 ","25,168 ","25,340 ","23,207 ","26,892 ","23,712 ","13,531 ","30,800 ","7,139 ","8,585 ","19,639 ","5,271 ","4,058 ","3,542 ","13,357 ","10,072 ","14,280 ","26,881 ","10,045 ","13,889 ","9,267 ","24,870 ","25,238 ","28,385 ","42,677 ","39,111 ","30,614 ","29,534 ","67,662 ","22,771 ","33,625 ","34,647 ","33,079 ","62,726 ","22,495 ","17,552 ","16,287 ","25,327 ","13,616 ","30,405 ","21,218 ","7,884 ","17,505 ","44,369 ","24,857 ","27,388 ","28,248 ","8,668 ","12,166 ","5,133 ","5,939 ","9,973 ","11,275 ","10,912 ","13,202 ","18,492 ","31,898 ","27,224 ","14,561 ","13,089 ","13,205 ","13,527 ","13,010 ","10,970 ","9,784 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/2/13,"5,213 ","14,763 ","50,679 ","45,225 ","28,896 ","14,376 ","12,110 ","4,165 ","3,485 ","12,587 ","2,195 ","4,919 ","4,198 ","8,524 ","11,835 ","16,697 ","19,587 ","6,155 ","10,602 ","2,996 ","8,552 ","9,766 ","7,781 ","28,930 ","3,768 ","10,530 ","13,641 ","16,354 ","21,476 ","15,641 ","10,406 ","25,056 ","16,653 ","34,234 ","28,026 ","10,970 ","36,258 ","26,627 ","22,592 ","20,578 ","26,446 ","141,181 ","51,809 ","23,636 ","25,554 ","24,664 ","23,894 ","27,260 ","23,305 ","13,118 ","30,085 ","7,007 ","8,701 ","18,880 ","5,428 ","3,992 ","3,573 ","12,771 ","9,803 ","14,247 ","25,307 ","10,069 ","13,454 ","9,069 ","24,691 ","24,828 ","27,575 ","42,851 ","38,526 ","30,186 ","28,424 ","68,868 ","23,291 ","35,836 ","35,867 ","33,993 ","64,767 ","22,323 ","17,056 ","16,313 ","25,631 ","13,842 ","32,996 ","21,633 ","7,656 ","17,641 ","45,991 ","26,985 ","27,374 ","28,322 ","8,510 ","11,973 ","5,315 ","6,241 ","10,061 ","11,202 ","11,180 ","13,074 ","18,832 ","31,797 ","27,980 ","14,596 ","13,111 ","13,163 ","13,414 ","13,075 ","10,806 ","9,697 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/2/14,"5,606 ","15,009 ","53,996 ","52,066 ","29,835 ","14,579 ","12,473 ","4,208 ","3,649 ","12,890 ","2,367 ","4,986 ","6,073 ","8,694 ","14,875 ","16,204 ","19,221 ","6,521 ","11,209 ","3,424 ","8,966 ","11,006 ","7,399 ","32,095 ","3,963 ","11,788 ","13,857 ","17,299 ","22,790 ","17,137 ","10,941 ","27,595 ","17,320 ","34,421 ","31,721 ","11,186 ","38,184 ","27,648 ","22,813 ","21,431 ","26,708 ","169,576 ","62,311 ","26,022 ","26,716 ","28,445 ","27,983 ","34,172 ","26,200 ","13,726 ","32,303 ","7,424 ","8,885 ","21,520 ","6,572 ","4,321 ","3,625 ","13,451 ","10,434 ","15,369 ","31,031 ","10,750 ","15,349 ","9,882 ","26,162 ","25,192 ","30,859 ","48,569 ","40,510 ","31,792 ","31,118 ","85,832 ","23,701 ","39,956 ","41,445 ","28,525 ","74,720 ","23,440 ","17,593 ","16,754 ","30,260 ","15,193 ","41,954 ","23,404 ","9,007 ","20,645 ","46,655 ","31,485 ","27,802 ","31,270 ","9,080 ","12,531 ","5,608 ","6,062 ","12,895 ","11,089 ","12,264 ","13,948 ","19,992 ","32,653 ","30,646 ","14,906 ","13,530 ","14,128 ","13,605 ","13,355 ","11,262 ","10,244 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/2/15,"3,753 ","10,244 ","32,043 ","49,200 ","18,982 ","10,510 ","8,686 ","4,096 ","2,837 ","8,738 ","1,891 ","3,651 ","10,007 ","6,535 ","12,133 ","5,455 ","7,542 ","4,286 ","9,617 ","4,042 ","6,515 ","9,268 ","2,792 ","19,668 ","3,773 ","12,433 ","11,078 ","13,931 ","16,459 ","15,538 ","9,768 ","28,703 ","14,577 ","28,081 ","28,677 ","6,382 ","32,523 ","22,496 ","17,876 ","18,778 ","12,161 ","175,592 ","64,893 ","21,215 ","19,975 ","32,735 ","30,054 ","41,516 ","21,044 ","10,174 ","24,905 ","6,706 ","6,826 ","19,217 ","6,845 ","3,973 ","2,236 ","9,976 ","9,276 ","13,805 ","39,981 ","7,301 ","12,745 ","7,643 ","20,658 ","17,635 ","29,662 ","44,181 ","33,020 ","26,059 ","32,356 ","101,691 ","16,381 ","43,081 ","34,505 ","26,566 ","59,346 ","17,415 ","15,857 ","11,226 ","23,697 ","11,932 ","39,648 ","17,037 ","12,950 ","19,868 ","23,565 ","22,217 ","16,607 ","24,349 ","7,437 ","9,706 ","4,327 ","3,196 ","21,724 ","9,204 ","13,101 ","12,805 ","15,111 ","23,257 ","28,135 ","11,535 ","10,686 ","11,671 ","10,729 ","11,858 ","9,415 ","8,231 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/2/16,"3,742 ","8,223 ","23,578 ","36,131 ","13,701 ","9,205 ","6,997 ","3,365 ","2,497 ","8,043 ","1,523 ","2,966 ","8,370 ","6,126 ","9,753 ","4,172 ","6,190 ","3,774 ","7,798 ","3,148 ","5,276 ","7,518 ","2,425 ","13,762 ","3,357 ","10,073 ","8,879 ","11,369 ","13,047 ","13,210 ","8,202 ","25,923 ","11,915 ","21,186 ","24,278 ","4,483 ","26,233 ","18,204 ","14,341 ","15,355 ","9,248 ","151,622 ","51,233 ","14,358 ","17,772 ","25,751 ","23,946 ","35,725 ","17,730 ","7,725 ","20,201 ","5,469 ","5,124 ","16,444 ","6,195 ","3,142 ","1,712 ","8,230 ","7,223 ","11,418 ","32,857 ","6,622 ","10,225 ","5,933 ","16,322 ","13,051 ","22,736 ","35,488 ","25,895 ","20,587 ","26,870 ","78,572 ","13,485 ","36,452 ","24,342 ","20,297 ","44,513 ","14,578 ","12,342 ","7,642 ","17,277 ","9,133 ","30,746 ","12,197 ","10,006 ","14,684 ","17,331 ","17,600 ","12,855 ","18,321 ","6,926 ","7,223 ","3,451 ","2,418 ","13,598 ","6,702 ","9,390 ","10,144 ","11,876 ","17,426 ","21,574 ","8,990 ","8,129 ","9,397 ","8,471 ","9,112 ","7,439 ","6,371 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/2/17,"5,512 ","14,108 ","47,686 ","41,391 ","27,035 ","14,970 ","11,712 ","4,089 ","3,522 ","13,602 ","2,296 ","5,031 ","5,925 ","10,307 ","11,310 ","15,722 ","18,944 ","6,169 ","10,463 ","3,370 ","9,325 ","9,961 ","7,114 ","28,186 ","3,671 ","11,170 ","13,851 ","16,635 ","21,501 ","17,545 ","10,238 ","28,625 ","15,654 ","32,567 ","28,265 ","12,745 ","36,236 ","26,302 ","22,551 ","21,148 ","26,631 ","138,163 ","46,732 ","23,429 ","25,791 ","25,836 ","28,023 ","37,472 ","23,498 ","13,588 ","32,671 ","6,868 ","8,459 ","20,611 ","5,012 ","4,161 ","3,666 ","15,139 ","10,493 ","15,674 ","32,594 ","10,136 ","14,375 ","9,405 ","25,014 ","25,888 ","27,629 ","41,695 ","39,253 ","30,284 ","29,022 ","64,116 ","24,640 ","36,647 ","31,753 ","22,672 ","60,674 ","21,169 ","16,818 ","16,070 ","24,333 ","14,540 ","35,198 ","20,341 ","8,284 ","17,479 ","43,344 ","24,021 ","26,166 ","28,061 ","14,685 ","12,055 ","5,560 ","5,892 ","9,778 ","11,088 ","10,937 ","13,123 ","17,885 ","30,110 ","26,761 ","14,717 ","13,217 ","13,251 ","13,386 ","13,073 ","11,722 ","9,898 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/2/18,"5,060 ","14,854 ","49,642 ","42,924 ","27,834 ","15,941 ","12,287 ","4,256 ","3,479 ","13,980 ","2,339 ","5,146 ","6,555 ","10,262 ","11,777 ","16,336 ","19,412 ","6,320 ","10,784 ","3,240 ","9,578 ","10,052 ","7,343 ","28,543 ","3,724 ","11,292 ","13,626 ","16,944 ","21,550 ","17,870 ","10,517 ","28,830 ","16,399 ","34,234 ","30,024 ","12,957 ","36,720 ","26,990 ","22,868 ","21,241 ","26,969 ","135,807 ","47,645 ","23,671 ","25,868 ","26,845 ","28,105 ","35,332 ","24,285 ","14,084 ","32,458 ","7,069 ","8,878 ","20,937 ","5,582 ","4,259 ","3,592 ","14,605 ","10,358 ","15,368 ","30,386 ","10,191 ","14,448 ","9,308 ","25,059 ","26,352 ","27,696 ","41,780 ","40,025 ","30,721 ","28,444 ","64,266 ","25,976 ","36,842 ","33,819 ","24,124 ","61,474 ","22,093 ","17,002 ","15,928 ","24,936 ","13,953 ","31,723 ","21,089 ","7,894 ","17,677 ","44,951 ","23,374 ","27,015 ","27,609 ","14,761 ","12,085 ","5,394 ","6,119 ","9,529 ","11,524 ","10,916 ","13,516 ","18,516 ","30,646 ","28,043 ","14,991 ","13,432 ","13,412 ","13,621 ","13,146 ","11,534 ","9,994 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/2/19,"5,209 ","14,733 ","50,146 ","44,268 ","27,929 ","16,190 ","12,272 ","4,200 ","3,657 ","13,741 ","2,265 ","5,049 ","6,579 ","10,311 ","12,108 ","16,146 ","19,637 ","6,279 ","11,074 ","3,330 ","9,510 ","10,236 ","7,503 ","29,146 ","3,757 ","11,286 ","13,939 ","17,030 ","21,715 ","17,618 ","10,554 ","29,131 ","16,583 ","34,577 ","30,618 ","12,669 ","37,028 ","27,099 ","22,847 ","21,408 ","26,741 ","138,008 ","48,717 ","24,073 ","26,408 ","27,004 ","28,767 ","37,555 ","24,380 ","13,881 ","32,628 ","7,174 ","8,835 ","20,962 ","5,428 ","4,427 ","3,649 ","14,848 ","10,517 ","15,480 ","31,618 ","10,342 ","14,468 ","9,393 ","25,378 ","26,119 ","28,249 ","41,932 ","40,152 ","30,817 ","29,004 ","65,429 ","26,647 ","38,053 ","34,359 ","24,421 ","62,448 ","21,841 ","17,282 ","16,171 ","25,401 ","14,287 ","31,638 ","20,945 ","8,556 ","17,839 ","44,572 ","23,791 ","27,239 ","27,839 ","14,665 ","12,473 ","5,558 ","6,004 ","9,685 ","11,314 ","11,214 ","13,178 ","18,601 ","30,577 ","28,427 ","15,176 ","13,523 ","13,613 ","13,642 ","13,135 ","11,633 ","10,080 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/2/20,"5,245 ","15,039 ","50,537 ","45,048 ","28,216 ","16,723 ","12,232 ","4,392 ","3,628 ","13,740 ","2,483 ","5,098 ","7,302 ","10,481 ","12,824 ","16,073 ","19,502 ","6,425 ","11,567 ","3,601 ","9,585 ","10,285 ","7,332 ","28,659 ","3,826 ","11,793 ","14,198 ","17,120 ","21,941 ","18,168 ","10,613 ","29,737 ","16,744 ","34,907 ","31,841 ","12,901 ","37,387 ","27,632 ","23,125 ","21,568 ","26,433 ","144,022 ","50,729 ","24,186 ","26,653 ","27,859 ","29,434 ","42,317 ","24,531 ","14,236 ","32,855 ","7,285 ","8,842 ","21,420 ","6,021 ","4,276 ","3,683 ","15,154 ","10,620 ","15,957 ","33,750 ","10,405 ","14,791 ","9,302 ","25,521 ","26,263 ","28,414 ","43,002 ","40,107 ","31,021 ","29,706 ","66,992 ","26,522 ","37,843 ","34,744 ","25,416 ","63,875 ","21,889 ","17,280 ","16,671 ","25,227 ","14,920 ","33,438 ","21,320 ","9,118 ","18,143 ","45,175 ","23,397 ","27,401 ","28,736 ","14,706 ","12,586 ","5,638 ","6,131 ","10,024 ","11,499 ","11,305 ","13,771 ","18,820 ","31,111 ","28,729 ","14,985 ","13,735 ","13,525 ","13,600 ","13,360 ","12,444 ","10,190 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/2/21,"5,310 ","15,581 ","53,851 ","51,935 ","30,059 ","16,333 ","12,984 ","4,469 ","3,730 ","14,335 ","2,392 ","5,171 ","5,935 ","10,276 ","13,585 ","16,197 ","19,736 ","6,732 ","11,943 ","3,407 ","10,065 ","10,624 ","7,760 ","31,853 ","4,156 ","11,627 ","14,510 ","17,743 ","23,153 ","18,672 ","11,462 ","31,818 ","17,955 ","35,837 ","31,947 ","12,918 ","39,126 ","28,485 ","23,563 ","21,991 ","27,456 ","174,552 ","59,018 ","25,902 ","27,551 ","29,639 ","30,079 ","36,702 ","26,145 ","14,293 ","33,394 ","7,586 ","8,960 ","21,693 ","6,263 ","4,367 ","3,616 ","14,706 ","10,716 ","15,625 ","31,881 ","10,645 ","15,850 ","9,814 ","26,433 ","26,572 ","30,898 ","48,187 ","41,887 ","32,378 ","30,793 ","77,659 ","27,520 ","42,714 ","40,182 ","47,621 ","74,324 ","24,185 ","18,410 ","16,898 ","32,065 ","15,018 ","37,056 ","23,464 ","9,272 ","19,122 ","47,381 ","24,545 ","28,779 ","30,393 ","14,898 ","12,987 ","5,978 ","6,261 ","12,681 ","11,817 ","12,431 ","14,348 ","20,680 ","32,413 ","31,032 ","15,774 ","14,397 ","14,626 ","14,261 ","13,870 ","12,750 ","10,513 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/2/22,"3,611 ","9,957 ","32,281 ","49,031 ","20,091 ","11,415 ","8,708 ","3,880 ","3,055 ","9,463 ","1,753 ","3,611 ","8,401 ","6,568 ","11,677 ","5,335 ","7,515 ","4,392 ","9,689 ","3,275 ","6,160 ","7,267 ","2,817 ","18,055 ","3,635 ","10,897 ","10,644 ","13,329 ","16,303 ","15,269 ","9,437 ","28,845 ","15,222 ","28,250 ","28,932 ","5,646 ","31,695 ","22,063 ","17,557 ","18,112 ","12,531 ","174,859 ","68,534 ","21,368 ","20,411 ","29,643 ","29,993 ","43,765 ","21,348 ","9,650 ","23,764 ","6,549 ","6,045 ","18,318 ","6,847 ","3,760 ","2,060 ","9,144 ","8,795 ","12,768 ","32,664 ","7,048 ","12,484 ","7,688 ","19,897 ","17,492 ","29,577 ","44,023 ","33,307 ","25,116 ","31,703 ","88,398 ","17,989 ","42,935 ","36,006 ","47,555 ","59,156 ","17,402 ","15,147 ","10,487 ","22,674 ","11,143 ","37,029 ","16,293 ","12,384 ","17,754 ","25,096 ","21,517 ","16,416 ","23,349 ","7,809 ","9,591 ","4,183 ","3,092 ","17,736 ","9,609 ","12,338 ","13,362 ","15,625 ","22,059 ","28,593 ","11,531 ","10,408 ","11,402 ","10,378 ","11,182 ","9,586 ","7,815 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/2/23,"3,592 ","7,321 ","23,240 ","36,156 ","14,297 ","9,157 ","6,539 ","3,109 ","2,295 ","7,721 ","1,374 ","2,559 ","4,440 ","5,670 ","9,081 ","4,534 ","5,597 ","3,728 ","7,511 ","2,355 ","5,087 ","5,724 ","2,631 ","15,772 ","3,401 ","8,264 ","8,408 ","10,884 ","12,275 ","12,206 ","7,851 ","24,650 ","12,540 ","20,898 ","21,946 ","4,063 ","25,242 ","17,360 ","13,573 ","14,167 ","9,492 ","151,870 ","52,724 ","13,869 ","16,763 ","21,574 ","21,846 ","29,506 ","16,447 ","7,389 ","17,961 ","4,872 ","4,649 ","14,402 ","5,216 ","2,741 ","1,516 ","7,250 ","6,390 ","9,675 ","23,576 ","5,656 ","8,811 ","5,435 ","15,044 ","11,914 ","21,941 ","36,166 ","24,961 ","19,642 ","24,984 ","70,313 ","13,562 ","32,876 ","24,950 ","40,407 ","45,200 ","13,827 ","11,958 ","9,049 ","19,817 ","7,036 ","29,699 ","11,273 ","8,893 ","13,361 ","17,960 ","16,981 ","12,626 ","17,465 ","6,444 ","6,684 ","3,089 ","2,313 ","10,389 ","6,987 ","8,871 ","9,635 ","11,982 ","16,746 ","21,949 ","8,833 ","7,846 ","8,662 ","8,307 ","8,913 ","6,814 ","5,926 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/2/24,"5,306 ","14,180 ","48,193 ","41,549 ","27,631 ","14,920 ","11,631 ","4,164 ","3,368 ","13,403 ","2,211 ","4,923 ","5,146 ","10,217 ","11,031 ","16,658 ","18,625 ","6,149 ","10,539 ","3,088 ","9,282 ","9,425 ","7,216 ","27,911 ","3,582 ","10,663 ","13,453 ","16,645 ","20,638 ","17,136 ","9,968 ","27,549 ","15,386 ","32,622 ","28,064 ","12,666 ","35,860 ","25,987 ","22,287 ","20,845 ","25,819 ","137,304 ","46,275 ","23,401 ","25,583 ","24,691 ","26,464 ","28,514 ","23,120 ","13,523 ","31,652 ","6,851 ","8,344 ","19,613 ","5,083 ","3,917 ","3,644 ","14,930 ","10,136 ","14,852 ","29,745 ","9,955 ","13,758 ","9,108 ","24,743 ","25,509 ","27,139 ","41,358 ","39,924 ","29,939 ","28,315 ","63,743 ","25,530 ","35,932 ","31,949 ","22,917 ","60,546 ","21,126 ","16,837 ","15,960 ","24,338 ","13,672 ","33,432 ","20,026 ","8,391 ","17,405 ","43,738 ","22,339 ","26,394 ","27,232 ","14,510 ","11,839 ","5,446 ","5,808 ","9,154 ","10,942 ","10,720 ","13,076 ","17,941 ","30,439 ","26,650 ","14,686 ","12,994 ","12,999 ","13,172 ","13,026 ","11,996 ","9,789 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/2/25,"5,272 ","14,821 ","49,715 ","43,628 ","28,292 ","15,856 ","12,107 ","4,206 ","3,578 ","13,707 ","2,299 ","5,080 ","7,210 ","10,755 ","12,084 ","17,067 ","19,533 ","6,232 ","11,510 ","3,709 ","9,350 ","10,027 ","7,213 ","29,256 ","3,640 ","11,433 ","13,756 ","16,988 ","21,366 ","17,789 ","10,589 ","28,775 ","16,270 ","34,407 ","31,994 ","13,160 ","37,209 ","27,595 ","23,068 ","21,707 ","26,659 ","138,442 ","47,411 ","23,801 ","25,821 ","27,401 ","28,864 ","31,297 ","24,568 ","14,169 ","32,979 ","7,149 ","8,884 ","21,361 ","5,567 ","4,103 ","3,642 ","15,552 ","10,594 ","16,147 ","32,712 ","10,329 ","14,815 ","9,412 ","25,499 ","26,623 ","28,505 ","42,538 ","42,022 ","31,182 ","28,997 ","63,519 ","26,016 ","36,114 ","34,293 ","42,655 ","62,075 ","22,092 ","17,234 ","16,357 ","25,204 ","14,888 ","31,296 ","20,622 ","10,456 ","17,786 ","45,019 ","23,663 ","26,729 ","28,167 ","14,847 ","12,114 ","5,594 ","5,916 ","9,587 ","11,290 ","11,073 ","13,564 ","18,705 ","30,385 ","27,523 ","15,253 ","13,690 ","13,553 ","13,695 ","13,334 ","12,577 ","10,075 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/2/26,"5,457 ","14,701 ","49,357 ","44,515 ","28,812 ","15,716 ","12,068 ","4,184 ","3,531 ","13,641 ","2,359 ","5,151 ","6,463 ","10,376 ","11,769 ","17,098 ","19,492 ","6,291 ","11,204 ","3,467 ","9,571 ","9,905 ","7,281 ","29,267 ","3,647 ","11,512 ","13,844 ","17,040 ","21,650 ","17,778 ","10,511 ","28,953 ","16,608 ","34,469 ","32,211 ","13,219 ","37,101 ","27,286 ","22,970 ","21,595 ","26,960 ","140,538 ","49,267 ","23,507 ","25,759 ","26,785 ","28,336 ","30,545 ","24,273 ","14,204 ","32,760 ","7,092 ","8,815 ","21,180 ","5,327 ","4,196 ","3,634 ","15,402 ","10,499 ","15,506 ","31,514 ","10,172 ","14,632 ","9,622 ","25,467 ","26,328 ","28,169 ","42,429 ","41,493 ","30,907 ","29,394 ","64,578 ","26,747 ","36,970 ","34,043 ","24,442 ","63,128 ","22,117 ","17,199 ","16,058 ","25,350 ","14,267 ","31,709 ","21,266 ","9,912 ","17,573 ","44,441 ","23,578 ","27,183 ","28,255 ","14,409 ","12,089 ","5,570 ","5,951 ","9,357 ","11,232 ","11,035 ","13,206 ","18,554 ","31,393 ","27,292 ","14,951 ","13,479 ","13,530 ","13,642 ","13,291 ","12,355 ","9,972 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/2/27,"5,842 ","15,053 ","51,320 ","48,704 ","29,004 ","16,138 ","12,283 ","4,244 ","3,582 ","13,707 ","2,468 ","5,144 ","6,889 ","10,285 ","12,899 ","16,931 ","19,253 ","6,526 ","11,536 ","3,566 ","9,627 ","10,071 ","7,132 ","30,273 ","3,986 ","12,134 ","14,516 ","17,682 ","22,383 ","18,696 ","11,081 ","30,138 ","16,922 ","35,010 ","32,922 ","12,927 ","38,256 ","27,933 ","23,198 ","21,888 ","26,880 ","180,827 ","55,673 ","24,688 ","27,006 ","29,057 ","30,223 ","32,108 ","25,350 ","14,164 ","33,533 ","7,285 ","8,953 ","21,861 ","6,004 ","4,296 ","3,613 ","15,687 ","10,697 ","16,101 ","33,595 ","10,456 ","16,340 ","9,479 ","26,383 ","26,392 ","30,120 ","48,815 ","42,192 ","31,693 ","30,750 ","71,732 ","26,603 ","39,684 ","36,618 ","25,997 ","69,601 ","22,883 ","17,716 ","16,763 ","32,974 ","15,143 ","34,055 ","22,461 ","10,935 ","18,825 ","46,195 ","23,826 ","27,558 ","29,968 ","14,418 ","12,693 ","5,772 ","6,007 ","9,971 ","11,343 ","11,821 ","14,187 ","19,469 ","31,682 ","29,070 ","15,808 ","14,096 ","14,129 ","14,175 ","13,527 ","12,654 ","10,292 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/2/28,"4,461 ","8,437 ","25,486 ","44,855 ","15,619 ","9,302 ","7,600 ","4,033 ","2,519 ","7,461 ","1,802 ","4,031 ","17,763 ","5,565 ","10,775 ","4,832 ","6,462 ","3,962 ","10,447 ","4,596 ","5,534 ","6,820 ","2,932 ","17,020 ","3,768 ","12,904 ","10,058 ","12,214 ","14,458 ","13,772 ","8,585 ","24,695 ","11,913 ","22,208 ","27,554 ","5,389 ","28,879 ","20,182 ","16,220 ","17,632 ","13,356 ","170,053 ","61,965 ","18,519 ","17,561 ","28,543 ","33,518 ","32,926 ","19,901 ","8,610 ","21,129 ","6,352 ","5,591 ","18,445 ","7,836 ","3,711 ","2,769 ","10,289 ","8,682 ","15,542 ","51,110 ","6,806 ","12,290 ","6,926 ","18,375 ","14,599 ","26,378 ","42,092 ","29,350 ","22,053 ","31,571 ","86,470 ","13,487 ","37,681 ","30,390 ","24,961 ","55,795 ","14,613 ","13,833 ","8,288 ","24,079 ","12,871 ","31,976 ","14,320 ","20,403 ","17,254 ","21,597 ","13,587 ","13,725 ","23,152 ","6,439 ","9,070 ","3,994 ","2,525 ","8,794 ","7,854 ","11,301 ","12,515 ","13,481 ","20,183 ","25,067 ","10,626 ","9,762 ","9,965 ","9,747 ","10,515 ","8,442 ","7,326 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
