"            Station
Date",Songshan Airport ,Zhongshan Junior High School,Nanjing Fuxing,Zhongxiao Fuxing,Daan,Technology Building,Liuzhangli,Linguang,Xinhai,Wanfang Hospital,Wanfang Community,Muzha,Taipei Zoo,Dazhi ,Jiannan Rd. ,Xihu,Gangqian ,Wende ,Neihu ,Dahu Park ,Huzhou ,Donghu ,Nangang Software Park,Taipei Nangang Exhibition Center,Xiaobitan,Xindian ,Xindian District Office,Qizhang,"Dapinglin
(Songshan-Xindian Line)",Jingmei ,Wanlong ,Gongguan ,Taipower Building ,Guting ,Chiang Kai-Shek Memorial Hall,Xiaonanmen,Dingxi ,Yongan Market ,"Jingan
(Zhonghe-Xinlu Line)",Nanshijiao ,NTU Hospital,Taipei Main Station,Zhongshan ,Shuanglian ,Minquan W. Rd. ,Yuanshan,Jiantan ,Shilin ,Zhishan,Mingde,Shipai,Qilian,Qiyan ,Beitou,Xinbeitou,Fuxinggang,Zhongyi ,Guandu ,Zhuwei,Hongshulin,Tamsui,Dingpu,Yongning,Tucheng,Haishan,Far Eastern Hospital,Fuzhong,"Banqiao
(Bannan Line)",Xinpu,Jiangzicui,Longshan Temple,Ximen ,Shandao Temple,Zhongxiao Xinsheng,Zhongxiao Dunhua,Sun Yat-Sen Memorial Hall,Taipei City Hall,Yongchun,Houshanpi,Kunyang,Nangang ,Xiangshan,Taipei 101/World Trade Center,Xinyi Anhe,Daan Park,Beimen,Songjiang Nanjing,Taipei Arena,Nanjing Sanmin,Songshan,Fu Jen University,Xinzhuang,"Touqianzhuang
(Zhonghe-Xinlu Line)",Xianse Temple ,Sanchong ,Cailiao ,Taipei Bridge ,Daqiaotou,Zhongshan Elementary School,Xingtian Temple ,Dongmen ,Luzhou ,Sanmin Senior High School ,St. Ignatius High School,Sanhe Junior High School ,Sanchong Elementary School ,Huilong ,Danfeng,Shisizhang,Xiulang Bridge,Jingping,Zhonghe,Qiaohe,Zhongyuan,Banxin,"Banqiao
(Circular Line)",Xingpu Minsheng,Xingfu,New Taipei Industrial Park
2025/1/11,"3,505 ","9,647 ","33,040 ","51,049 ","18,002 ","10,560 ","8,851 ","3,747 ","2,618 ","8,554 ","1,672 ","3,133 ","5,468 ","6,514 ","13,446 ","5,355 ","7,983 ","4,420 ","8,867 ","3,019 ","6,017 ","6,836 ","3,168 ","27,289 ","3,366 ","9,703 ","10,220 ","13,443 ","17,324 ","14,698 ","9,217 ","24,268 ","15,626 ","26,923 ","49,967 ","5,495 ","30,666 ","21,012 ","17,187 ","17,120 ","11,492 ","165,294 ","64,624 ","21,418 ","18,799 ","24,834 ","24,079 ","25,952 ","20,245 ","9,259 ","21,709 ","6,276 ","5,628 ","17,378 ","7,239 ","3,518 ","1,950 ","8,548 ","8,113 ","11,440 ","25,560 ","7,153 ","12,261 ","7,441 ","19,278 ","17,091 ","27,522 ","42,119 ","32,056 ","25,126 ","29,637 ","82,944 ","18,068 ","38,457 ","36,868 ","33,498 ","63,673 ","17,150 ","14,729 ","10,382 ","22,342 ","9,527 ","38,128 ","15,847 ","9,822 ","20,522 ","24,205 ","24,022 ","16,102 ","22,245 ","6,617 ","9,447 ","4,032 ","3,095 ","8,024 ","8,519 ","10,543 ","14,157 ","15,274 ","22,038 ","26,577 ","11,033 ","9,937 ","11,467 ","10,485 ","11,164 ","8,747 ","7,679 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/1/12,"3,532 ","8,073 ","23,560 ","38,787 ","14,478 ","8,597 ","7,407 ","3,559 ","2,563 ","7,304 ","1,644 ","2,939 ","7,265 ","6,037 ","11,134 ","4,669 ","6,131 ","3,880 ","8,200 ","4,245 ","5,316 ","5,852 ","2,523 ","14,672 ","3,284 ","10,007 ","8,831 ","11,780 ","14,454 ","12,971 ","8,288 ","22,214 ","12,048 ","21,057 ","22,672 ","4,529 ","26,731 ","18,465 ","14,589 ","15,427 ","8,985 ","142,023 ","53,275 ","16,898 ","17,317 ","25,081 ","23,342 ","24,536 ","17,634 ","7,765 ","18,538 ","5,530 ","5,611 ","16,235 ","6,512 ","3,082 ","1,822 ","8,146 ","7,518 ","10,972 ","28,809 ","6,490 ","10,207 ","6,036 ","16,274 ","13,319 ","22,719 ","34,722 ","26,610 ","20,747 ","27,349 ","69,697 ","13,928 ","32,507 ","25,974 ","24,100 ","46,802 ","14,434 ","13,107 ","9,420 ","18,425 ","9,275 ","31,562 ","12,062 ","10,719 ","21,132 ","18,265 ","15,182 ","13,196 ","18,728 ","5,351 ","7,576 ","3,414 ","2,612 ","7,569 ","6,928 ","8,857 ","13,646 ","12,182 ","17,492 ","23,428 ","9,058 ","8,359 ","9,551 ","8,749 ","9,441 ","7,576 ","6,469 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/1/13,"5,143 ","14,098 ","48,132 ","43,238 ","27,502 ","13,208 ","11,651 ","4,252 ","3,570 ","12,574 ","2,393 ","4,944 ","4,691 ","8,502 ","12,289 ","16,033 ","19,148 ","6,026 ","10,265 ","3,481 ","8,693 ","9,176 ","7,287 ","29,293 ","3,707 ","10,996 ","13,587 ","16,210 ","21,348 ","15,604 ","10,113 ","24,078 ","15,652 ","31,817 ","26,618 ","10,712 ","36,080 ","26,103 ","22,397 ","20,392 ","25,898 ","136,138 ","49,738 ","24,332 ","24,711 ","24,797 ","24,136 ","25,758 ","23,879 ","13,612 ","31,631 ","7,008 ","8,553 ","19,707 ","5,610 ","4,162 ","3,606 ","13,451 ","10,182 ","14,830 ","28,537 ","10,088 ","14,080 ","9,190 ","24,481 ","25,091 ","27,139 ","41,216 ","38,801 ","30,176 ","28,945 ","64,482 ","22,754 ","34,568 ","34,061 ","24,845 ","62,811 ","21,526 ","16,860 ","15,994 ","24,514 ","14,275 ","34,689 ","20,409 ","8,470 ","20,062 ","43,863 ","22,791 ","26,415 ","27,898 ","8,578 ","11,519 ","5,380 ","5,822 ","8,945 ","10,603 ","10,647 ","13,963 ","17,880 ","30,374 ","26,585 ","14,610 ","12,967 ","12,985 ","13,003 ","12,779 ","10,918 ","9,675 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/1/14,"4,958 ","14,652 ","49,997 ","45,206 ","28,140 ","14,082 ","12,126 ","4,266 ","3,567 ","12,692 ","2,318 ","4,890 ","6,346 ","8,731 ","12,480 ","17,366 ","19,921 ","6,273 ","10,995 ","3,732 ","8,809 ","9,676 ","7,382 ","32,595 ","3,648 ","11,432 ","13,834 ","16,738 ","22,333 ","16,284 ","10,578 ","25,450 ","16,292 ","32,813 ","31,928 ","11,326 ","37,214 ","27,250 ","23,022 ","20,863 ","26,983 ","135,862 ","50,709 ","25,037 ","25,263 ","26,711 ","25,955 ","29,014 ","24,690 ","13,790 ","31,607 ","7,330 ","8,793 ","20,544 ","6,136 ","4,345 ","3,616 ","13,628 ","10,482 ","15,388 ","30,206 ","10,231 ","14,714 ","9,387 ","25,292 ","25,898 ","28,383 ","41,696 ","40,546 ","31,040 ","29,649 ","64,371 ","23,063 ","35,221 ","35,666 ","25,981 ","63,473 ","22,594 ","17,272 ","16,051 ","24,844 ","14,478 ","32,059 ","21,609 ","8,800 ","20,580 ","45,372 ","23,370 ","27,489 ","28,688 ","8,686 ","11,898 ","5,315 ","5,966 ","9,346 ","11,137 ","10,974 ","14,786 ","18,448 ","32,134 ","28,730 ","14,948 ","13,435 ","13,320 ","13,432 ","13,138 ","11,222 ","9,969 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/1/15,"5,309 ","14,824 ","50,680 ","45,403 ","28,325 ","13,930 ","11,846 ","4,132 ","3,429 ","12,720 ","2,213 ","5,063 ","4,078 ","8,732 ","12,846 ","16,554 ","20,020 ","6,045 ","10,769 ","3,224 ","8,826 ","9,541 ","7,855 ","30,702 ","3,575 ","10,596 ","13,817 ","16,699 ","22,206 ","16,082 ","10,403 ","25,970 ","17,012 ","33,188 ","29,490 ","10,754 ","36,494 ","26,767 ","22,731 ","20,616 ","26,743 ","133,403 ","50,497 ","25,516 ","25,269 ","24,453 ","22,960 ","26,323 ","23,875 ","13,572 ","31,100 ","7,035 ","8,532 ","19,579 ","5,675 ","4,152 ","3,446 ","13,177 ","10,093 ","14,285 ","25,141 ","9,950 ","13,841 ","9,274 ","24,992 ","25,665 ","27,573 ","42,009 ","40,012 ","30,877 ","27,706 ","64,030 ","23,884 ","34,282 ","36,236 ","26,294 ","64,480 ","22,749 ","17,440 ","16,293 ","24,803 ","13,793 ","30,940 ","21,604 ","7,472 ","19,484 ","46,263 ","23,937 ","27,912 ","27,867 ","8,662 ","11,774 ","5,289 ","6,261 ","8,949 ","11,259 ","10,842 ","13,488 ","18,874 ","31,228 ","27,514 ","14,682 ","13,317 ","13,325 ","13,398 ","13,183 ","11,080 ","9,747 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/1/16,"5,088 ","14,772 ","50,772 ","47,674 ","28,519 ","14,293 ","12,057 ","4,227 ","3,606 ","12,727 ","2,387 ","5,065 ","5,793 ","8,919 ","12,712 ","16,769 ","19,742 ","6,193 ","10,718 ","3,469 ","8,794 ","9,595 ","7,481 ","29,642 ","3,741 ","11,300 ","13,972 ","16,427 ","22,423 ","16,407 ","10,670 ","25,584 ","16,746 ","32,950 ","31,777 ","10,939 ","37,032 ","26,917 ","22,956 ","21,086 ","26,088 ","137,986 ","52,808 ","26,183 ","25,931 ","27,041 ","24,774 ","27,080 ","24,442 ","13,735 ","30,907 ","7,207 ","8,672 ","19,933 ","6,625 ","4,201 ","3,500 ","13,567 ","9,995 ","14,897 ","27,816 ","10,480 ","14,199 ","9,273 ","25,238 ","25,097 ","27,865 ","42,289 ","39,829 ","31,378 ","29,157 ","65,670 ","23,760 ","35,964 ","36,765 ","27,602 ","65,582 ","22,962 ","17,513 ","17,051 ","25,592 ","14,221 ","31,165 ","21,855 ","7,954 ","20,997 ","46,161 ","23,961 ","27,582 ","28,673 ","8,874 ","11,998 ","5,424 ","6,061 ","9,276 ","11,097 ","11,037 ","14,773 ","18,900 ","31,196 ","28,450 ","15,078 ","13,492 ","13,393 ","13,500 ","13,057 ","11,198 ","9,732 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/1/17,"5,379 ","15,753 ","54,108 ","54,585 ","30,439 ","14,607 ","13,471 ","4,689 ","3,715 ","13,055 ","2,323 ","5,293 ","6,169 ","8,977 ","14,926 ","16,958 ","19,996 ","6,893 ","11,627 ","3,587 ","9,198 ","10,318 ","7,634 ","34,645 ","3,696 ","11,868 ","14,731 ","17,506 ","23,368 ","17,803 ","11,281 ","27,339 ","17,968 ","34,283 ","33,922 ","10,926 ","39,309 ","28,512 ","23,866 ","21,930 ","26,788 ","164,710 ","65,059 ","28,811 ","27,927 ","28,718 ","29,093 ","30,451 ","26,563 ","14,185 ","32,711 ","7,726 ","9,351 ","21,633 ","7,469 ","4,716 ","3,586 ","14,009 ","10,795 ","15,545 ","30,840 ","10,842 ","15,612 ","9,790 ","26,682 ","25,640 ","31,743 ","48,640 ","41,759 ","32,823 ","31,777 ","80,378 ","25,112 ","39,433 ","42,447 ","30,775 ","75,654 ","24,468 ","18,923 ","16,884 ","31,319 ","15,089 ","36,317 ","23,988 ","9,092 ","23,142 ","50,282 ","30,269 ","29,422 ","31,631 ","9,003 ","12,957 ","5,869 ","6,219 ","10,031 ","11,763 ","12,155 ","15,972 ","20,717 ","33,786 ","30,870 ","16,172 ","13,894 ","14,663 ","14,200 ","14,145 ","11,787 ","10,328 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/1/18,"3,683 ","9,691 ","30,458 ","50,358 ","18,912 ","9,886 ","8,542 ","4,059 ","2,897 ","8,114 ","1,737 ","3,709 ","7,565 ","6,269 ","12,340 ","5,362 ","7,247 ","4,635 ","8,927 ","3,435 ","6,126 ","6,764 ","2,758 ","17,563 ","3,503 ","10,733 ","10,714 ","13,317 ","16,138 ","14,972 ","9,128 ","24,632 ","14,755 ","26,290 ","28,062 ","5,253 ","31,018 ","21,712 ","16,928 ","17,633 ","11,123 ","155,017 ","67,646 ","22,145 ","19,826 ","31,878 ","27,345 ","27,450 ","21,607 ","9,617 ","23,318 ","6,639 ","6,071 ","17,643 ","6,747 ","3,869 ","2,062 ","9,076 ","8,662 ","12,531 ","29,739 ","6,737 ","12,083 ","7,479 ","19,889 ","17,082 ","28,466 ","41,373 ","32,357 ","25,522 ","29,863 ","83,360 ","16,166 ","39,117 ","35,858 ","29,597 ","60,168 ","17,821 ","15,406 ","12,066 ","22,023 ","10,771 ","31,087 ","16,531 ","11,566 ","25,754 ","24,989 ","18,727 ","16,319 ","22,881 ","6,810 ","9,278 ","4,366 ","3,180 ","8,415 ","8,353 ","11,331 ","16,761 ","14,958 ","22,484 ","26,236 ","11,392 ","10,712 ","11,194 ","10,610 ","11,317 ","8,969 ","7,830 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/1/19,"3,338 ","7,953 ","22,326 ","39,274 ","14,140 ","7,998 ","6,987 ","3,466 ","2,317 ","6,418 ","1,400 ","3,096 ","5,474 ","5,464 ","10,259 ","4,208 ","6,357 ","4,300 ","7,393 ","2,909 ","5,033 ","5,989 ","2,310 ","14,558 ","3,490 ","8,914 ","9,043 ","11,361 ","13,380 ","12,482 ","7,931 ","21,109 ","12,342 ","20,717 ","25,466 ","4,550 ","26,046 ","18,007 ","14,314 ","14,618 ","8,623 ","139,386 ","55,033 ","15,288 ","17,520 ","24,454 ","21,779 ","22,622 ","18,118 ","7,747 ","18,799 ","5,540 ","4,880 ","14,919 ","5,916 ","3,056 ","1,456 ","7,476 ","6,917 ","10,894 ","24,330 ","6,084 ","9,313 ","5,769 ","16,169 ","12,718 ","22,491 ","34,581 ","26,035 ","20,764 ","25,209 ","68,463 ","12,730 ","30,987 ","26,077 ","23,598 ","47,459 ","14,853 ","12,783 ","8,093 ","17,642 ","8,225 ","23,601 ","11,615 ","9,943 ","21,054 ","18,511 ","15,359 ","13,624 ","17,602 ","5,446 ","7,072 ","3,334 ","2,298 ","6,706 ","6,743 ","8,961 ","13,764 ","11,614 ","16,898 ","21,082 ","9,237 ","8,832 ","9,160 ","8,751 ","9,130 ","7,390 ","6,439 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/1/20,"5,234 ","14,648 ","49,235 ","46,602 ","27,271 ","13,556 ","11,939 ","4,291 ","3,595 ","12,823 ","2,342 ","4,640 ","5,041 ","8,908 ","13,480 ","16,370 ","19,581 ","5,909 ","11,098 ","3,780 ","8,952 ","9,809 ","7,471 ","29,176 ","3,780 ","11,380 ","14,045 ","17,222 ","21,914 ","16,192 ","10,668 ","24,929 ","15,820 ","32,516 ","30,390 ","10,280 ","37,287 ","27,034 ","22,960 ","21,028 ","24,126 ","146,658 ","55,336 ","25,358 ","25,768 ","25,238 ","24,901 ","28,061 ","24,530 ","13,983 ","31,358 ","7,193 ","8,916 ","19,791 ","5,750 ","4,425 ","3,620 ","13,898 ","10,557 ","15,305 ","31,063 ","10,434 ","14,333 ","9,612 ","25,760 ","25,330 ","29,388 ","44,154 ","39,736 ","31,578 ","28,474 ","75,049 ","22,798 ","35,906 ","35,760 ","26,508 ","66,252 ","21,518 ","17,819 ","16,822 ","26,344 ","14,429 ","32,446 ","21,153 ","9,316 ","21,373 ","45,092 ","24,448 ","27,177 ","28,615 ","8,645 ","12,190 ","5,521 ","6,111 ","9,727 ","11,289 ","11,822 ","14,754 ","18,427 ","30,838 ","26,691 ","15,295 ","13,489 ","13,935 ","13,801 ","13,593 ","11,051 ","10,066 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/1/21,"5,274 ","14,840 ","51,128 ","48,107 ","25,833 ","14,361 ","11,886 ","4,290 ","3,533 ","12,148 ","2,342 ","4,259 ","7,041 ","8,488 ","12,991 ","16,345 ","18,710 ","5,170 ","10,638 ","3,426 ","8,497 ","8,891 ","7,341 ","29,033 ","3,388 ","11,026 ","13,871 ","16,622 ","22,016 ","16,344 ","10,774 ","26,168 ","16,593 ","33,925 ","35,833 ","10,024 ","37,156 ","27,544 ","23,028 ","21,198 ","27,197 ","148,447 ","55,207 ","26,140 ","24,663 ","26,914 ","25,078 ","28,659 ","24,748 ","13,272 ","31,690 ","7,143 ","8,745 ","19,251 ","5,976 ","4,333 ","3,575 ","13,646 ","10,381 ","15,075 ","29,837 ","10,642 ","14,502 ","9,173 ","24,999 ","25,434 ","29,671 ","44,317 ","40,618 ","31,265 ","28,214 ","68,449 ","22,593 ","36,147 ","37,415 ","27,308 ","65,408 ","21,671 ","17,728 ","15,974 ","24,684 ","14,131 ","32,582 ","21,721 ","9,531 ","22,201 ","44,555 ","23,859 ","27,057 ","28,507 ","8,383 ","11,214 ","5,304 ","5,910 ","9,475 ","10,241 ","11,392 ","14,597 ","18,351 ","31,026 ","27,845 ","14,863 ","12,685 ","13,051 ","13,246 ","12,892 ","10,737 ","9,855 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/1/22,"5,266 ","14,770 ","50,353 ","49,407 ","26,039 ","13,840 ","11,576 ","4,418 ","3,559 ","12,162 ","2,329 ","4,168 ","6,717 ","8,519 ","12,430 ","16,601 ","18,511 ","5,140 ","10,961 ","3,487 ","8,793 ","8,632 ","7,114 ","30,804 ","3,441 ","10,851 ","13,836 ","16,679 ","21,654 ","16,367 ","10,470 ","26,376 ","16,927 ","34,117 ","33,482 ","9,610 ","36,573 ","27,131 ","22,568 ","20,983 ","26,580 ","148,002 ","56,475 ","25,310 ","24,759 ","26,314 ","25,197 ","27,767 ","24,707 ","13,312 ","31,457 ","7,230 ","8,667 ","19,269 ","5,865 ","4,273 ","3,476 ","13,243 ","10,262 ","14,745 ","29,362 ","10,489 ","14,305 ","9,220 ","24,872 ","24,806 ","29,405 ","44,584 ","40,440 ","31,092 ","28,058 ","69,356 ","22,931 ","36,715 ","38,375 ","28,649 ","66,501 ","21,005 ","17,823 ","15,901 ","24,915 ","13,770 ","31,252 ","22,052 ","9,637 ","22,219 ","45,241 ","24,124 ","27,139 ","28,363 ","8,260 ","11,258 ","5,320 ","6,023 ","9,301 ","10,347 ","11,143 ","14,610 ","18,142 ","31,576 ","27,856 ","14,543 ","12,808 ","13,038 ","12,847 ","12,995 ","10,806 ","9,504 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/1/23,"5,225 ","14,678 ","50,296 ","49,896 ","25,905 ","13,747 ","11,567 ","4,277 ","3,481 ","11,654 ","2,203 ","4,069 ","5,510 ","8,174 ","13,232 ","16,196 ","17,926 ","5,089 ","10,686 ","3,251 ","8,329 ","8,631 ","7,537 ","42,114 ","3,419 ","10,556 ","13,734 ","16,238 ","21,220 ","15,748 ","10,431 ","24,808 ","16,212 ","33,210 ","32,251 ","9,608 ","36,096 ","26,429 ","22,521 ","20,674 ","25,290 ","153,651 ","56,956 ","24,855 ","24,377 ","24,454 ","23,817 ","26,898 ","24,353 ","12,647 ","29,889 ","7,138 ","8,388 ","18,542 ","5,715 ","4,093 ","3,417 ","12,741 ","10,061 ","14,344 ","27,406 ","10,357 ","14,081 ","9,253 ","24,400 ","23,419 ","29,013 ","45,039 ","39,056 ","30,979 ","27,941 ","69,380 ","22,830 ","36,489 ","38,436 ","29,252 ","67,476 ","21,378 ","17,580 ","16,199 ","27,732 ","13,567 ","31,133 ","21,807 ","9,291 ","21,935 ","44,772 ","24,470 ","26,751 ","27,976 ","8,070 ","11,057 ","4,989 ","5,878 ","9,235 ","10,150 ","11,188 ","14,329 ","17,986 ","30,787 ","27,386 ","14,176 ","12,789 ","12,990 ","12,741 ","12,675 ","10,410 ","9,597 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/1/24,"5,447 ","13,980 ","48,333 ","54,266 ","24,014 ","12,931 ","11,055 ","4,193 ","3,262 ","10,904 ","2,137 ","3,893 ","5,443 ","7,545 ","12,676 ","14,646 ","16,702 ","4,866 ","10,330 ","3,426 ","8,072 ","8,834 ","6,776 ","38,458 ","3,433 ","10,728 ","13,284 ","16,189 ","21,389 ","16,042 ","10,322 ","22,688 ","15,995 ","31,881 ","32,902 ","9,045 ","35,632 ","25,914 ","21,742 ","20,207 ","24,546 ","166,010 ","62,656 ","25,736 ","24,088 ","26,208 ","24,778 ","27,584 ","24,447 ","12,515 ","29,040 ","7,107 ","8,353 ","18,810 ","5,266 ","4,032 ","3,357 ","12,154 ","9,948 ","14,131 ","28,537 ","9,720 ","14,180 ","9,290 ","24,504 ","23,260 ","30,590 ","47,593 ","39,575 ","30,536 ","29,519 ","76,692 ","22,273 ","37,720 ","40,877 ","42,562 ","70,640 ","21,440 ","17,813 ","15,108 ","32,276 ","13,317 ","32,094 ","22,113 ","10,238 ","23,152 ","42,395 ","23,013 ","25,171 ","28,480 ","7,399 ","10,978 ","5,038 ","5,553 ","9,182 ","9,874 ","11,616 ","14,786 ","18,637 ","30,136 ","28,269 ","14,031 ","12,289 ","12,870 ","12,734 ","12,713 ","10,318 ","9,369 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/1/25,"3,894 ","7,725 ","23,177 ","45,040 ","14,049 ","7,783 ","6,699 ","3,463 ","2,181 ","6,633 ","1,517 ","2,798 ","6,311 ","4,744 ","8,967 ","3,946 ","5,661 ","3,369 ","7,307 ","2,413 ","4,706 ","5,682 ","2,214 ","32,264 ","2,819 ","8,645 ","8,687 ","10,882 ","12,553 ","11,703 ","7,614 ","17,509 ","10,980 ","19,742 ","25,474 ","4,000 ","25,419 ","17,435 ","13,872 ","14,380 ","8,022 ","144,262 ","54,804 ","18,811 ","15,060 ","28,585 ","21,724 ","22,431 ","17,349 ","7,972 ","18,495 ","5,382 ","4,939 ","14,878 ","5,380 ","2,928 ","1,784 ","7,400 ","7,123 ","10,264 ","25,366 ","5,965 ","9,670 ","6,222 ","16,180 ","13,996 ","22,756 ","36,956 ","26,719 ","20,132 ","25,752 ","71,119 ","12,024 ","31,734 ","30,066 ","22,169 ","51,019 ","14,805 ","12,894 ","7,946 ","25,751 ","8,336 ","25,060 ","13,202 ","10,994 ","21,631 ","18,659 ","13,245 ","12,632 ","18,426 ","4,692 ","7,155 ","3,090 ","2,350 ","7,021 ","6,706 ","9,514 ","13,499 ","12,303 ","16,770 ","21,185 ","9,425 ","8,350 ","9,089 ","8,747 ","9,113 ","7,090 ","6,498 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/1/26,"3,397 ","6,262 ","17,737 ","37,664 ","10,314 ","6,504 ","5,366 ","3,255 ","1,708 ","5,110 ","1,187 ","2,415 ","7,165 ","3,951 ","7,181 ","3,317 ","4,314 ","2,615 ","5,971 ","2,102 ","3,718 ","4,711 ","1,833 ","26,271 ","2,967 ","7,702 ","7,450 ","9,284 ","10,627 ","9,973 ","6,530 ","14,359 ","8,771 ","15,135 ","23,271 ","2,963 ","20,882 ","14,267 ","11,543 ","12,668 ","6,259 ","130,614 ","45,693 ","12,663 ","12,868 ","17,081 ","17,014 ","19,278 ","14,650 ","6,076 ","13,797 ","4,288 ","3,928 ","12,638 ","5,451 ","2,352 ","1,337 ","5,925 ","5,524 ","8,546 ","22,095 ","5,063 ","7,946 ","5,071 ","13,312 ","10,294 ","18,032 ","32,732 ","21,497 ","16,135 ","21,806 ","61,445 ","10,897 ","27,023 ","23,604 ","19,065 ","44,420 ","12,513 ","10,630 ","6,484 ","21,114 ","6,319 ","22,241 ","9,590 ","9,609 ","17,929 ","14,339 ","10,327 ","10,416 ","13,691 ","3,823 ","5,623 ","2,556 ","1,931 ","5,909 ","5,428 ","7,432 ","10,949 ","9,821 ","13,334 ","18,564 ","7,416 ","6,745 ","7,715 ","7,291 ","7,756 ","5,779 ","5,176 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/1/27,"3,163 ","5,495 ","15,331 ","34,229 ","9,662 ","5,283 ","4,733 ","2,799 ","1,502 ","5,430 ","1,060 ","2,071 ","3,974 ","3,381 ","6,244 ","2,867 ","3,830 ","2,327 ","5,272 ","1,597 ","3,326 ","4,070 ","1,695 ","9,840 ","2,271 ","6,329 ","6,279 ","8,422 ","9,471 ","9,062 ","5,848 ","12,247 ","7,218 ","13,562 ","21,600 ","2,756 ","19,259 ","12,217 ","10,034 ","11,252 ","10,576 ","106,168 ","38,354 ","14,212 ","9,306 ","11,280 ","15,255 ","16,924 ","13,644 ","6,500 ","13,000 ","4,132 ","3,654 ","11,588 ","3,808 ","2,215 ","1,552 ","5,554 ","5,794 ","7,741 ","19,017 ","4,553 ","6,451 ","4,583 ","12,290 ","10,875 ","15,960 ","28,348 ","19,744 ","14,828 ","21,053 ","54,217 ","7,875 ","21,021 ","20,789 ","14,572 ","37,191 ","11,403 ","10,024 ","4,945 ","15,556 ","5,450 ","19,195 ","8,823 ","7,057 ","15,816 ","12,233 ","7,290 ","9,153 ","13,230 ","3,316 ","4,796 ","2,293 ","1,641 ","4,770 ","4,722 ","7,394 ","9,441 ","8,522 ","11,603 ","16,273 ","6,297 ","6,218 ","6,852 ","6,552 ","7,088 ","4,933 ","4,320 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
2025/1/28,"2,526 ","3,675 ","10,310 ","18,044 ","6,124 ","3,703 ","3,804 ","2,431 ","1,235 ","3,404 ",970 ,"1,632 ","2,176 ","2,579 ","5,374 ","2,034 ","2,679 ","1,924 ","4,039 ","1,482 ","2,501 ","3,238 ","1,165 ","7,414 ","1,681 ","5,888 ","5,096 ","6,016 ","6,985 ","6,758 ","4,759 ","6,807 ","4,786 ","9,330 ","13,934 ","1,835 ","14,000 ","9,676 ","7,355 ","9,472 ","3,282 ","77,909 ","17,610 ","6,407 ","6,446 ","9,452 ","11,675 ","10,821 ","9,821 ","4,399 ","9,604 ","3,368 ","2,854 ","8,633 ","3,695 ","1,907 ",874 ,"4,419 ","4,240 ","7,112 ","17,494 ","3,676 ","4,883 ","3,521 ","8,889 ","6,608 ","9,675 ","20,534 ","12,455 ","9,924 ","17,026 ","36,712 ","6,269 ","10,074 ","8,453 ","6,512 ","22,226 ","7,717 ","7,064 ","3,548 ","10,537 ","4,819 ","13,871 ","5,889 ","4,821 ","6,583 ","7,524 ","4,382 ","6,254 ","9,624 ","2,179 ","3,584 ","1,338 ","1,297 ","4,262 ","3,717 ","5,078 ","5,195 ","5,887 ","8,239 ","9,924 ","4,378 ","4,371 ","4,946 ","4,931 ","5,685 ","4,356 ","3,420 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
